book_id,user_id,rating
43,4957,1
43,1318,2
43,1899,4
43,1739,2
43,368,1
44,1992,1
44,1803,4
44,2607,2
44,1335,4
44,3922,3
45,1347,1
45,1668,4
46,2266,1
46,2875,2
46,265,4
46,2332,1
46,3335,3
46,463,3
47,882,4
47,1663,3
47,4976,4
47,2898,4
47,4882,2
47,1879,4
47,4689,1
47,2030,4
48,3992,4
48,3189,4
48,3031,2
49,3108,2
49,4792,3
49,1349,4
49,2385,4
49,1651,4
49,2534,2
49,3516,3
49,2194,2
49,2059,4
50,3137,1
50,1551,2
50,3934,3
50,399,2
50,3678,1
50,4504,2
50,644,2
50,1216,1
50,4873,2
51,4276,1
51,1928,1
51,808,2
51,3284,3
51,643,4
51,3708,3
51,1078,3
51,813,3
51,1636,4
52,4589,1
52,2297,4
52,3993,2
53,4663,3
54,1902,1
54,946,3
54,2480,3
54,1332,3
55,4360,4
55,181,3
56,161,3
56,3088,2
56,2470,3
56,4072,4
56,3255,1
56,4028,4
56,353,3
57,3506,4
57,96,4
58,1527,2
58,3075,2
58,2706,2
58,2524,4
58,2496,1
58,1394,2
59,2336,1
59,4833,3
59,2387,1
59,4453,3
59,614,4
59,771,2
59,4751,1
59,4400,3
59,2199,1
60,3383,1
60,3652,2
60,2945,1
61,228,3
61,4958,2
61,1771,2
61,1868,2
61,3784,3
62,912,4
62,3883,3
62,430,2
62,627,3
62,690,2
63,350,2
64,4412,1
65,384,3
65,985,3
65,2060,1
65,512,1
65,161,4
65,3537,3
65,4537,1
65,591,2
66,4646,4
66,3262,4
66,1150,2
66,2532,2
66,1207,4
66,4954,4
66,892,1
66,2369,1
66,68,2
67,2591,2
67,2400,3
67,3961,4
68,1359,2
68,1314,1
68,2781,3
69,2014,3
69,2739,3
69,2118,1
69,3855,1
69,2542,2
69,2456,3
69,4305,4
70,4984,2
70,331,3
70,1124,2
70,839,4
70,1290,4
70,1391,2
70,3788,3
71,1426,3
71,4380,3
71,1017,1
71,4757,4
71,164,4
71,2114,2
71,693,4
72,657,4
72,3163,3
72,1083,1
72,2034,3
73,4869,2
73,4090,4
73,4664,3
73,35,2
73,3270,4
73,3221,3
73,1962,2
73,351,4
74,421,3
74,2819,1
74,3560,1
75,400,3
75,3636,2
75,3002,3
75,2824,4
75,3508,4
75,3473,2
75,627,4
76,3676,2
77,4550,4
78,499,1
78,2366,4
78,4676,3
79,1431,3
80,343,2
80,284,2
80,3236,4
80,1478,3
80,2406,4
80,3330,4
80,4607,3
80,3926,2
80,2056,2
81,4110,3
81,2865,3
81,4438,2
81,4149,4
82,4255,3
82,4522,2
83,4427,3
83,2056,1
84,2688,4
84,762,1
84,1654,1
84,989,1
84,424,3
84,4748,2
84,1420,1
84,2605,1
84,2039,2
85,2128,1
85,3310,2
85,2277,2
85,2203,3
86,2251,3
87,3460,2
87,1747,3
87,2952,4
87,840,4
87,3934,1
88,4670,1
88,808,2
88,3868,2
88,426,1
89,3221,1
89,509,3
89,4749,4
89,2298,1
89,3598,2
89,3868,4
89,1276,2
90,356,2
90,4457,4
90,4353,3
90,3479,4
90,351,1
90,938,3
90,4363,3
90,4847,4
90,4631,3
91,4883,3
91,4816,1
92,4329,1
92,341,3
92,2263,3
92,1668,2
92,2901,4
92,3849,1
92,1420,4
92,4023,1
93,2207,4
93,3828,3
94,4866,4
94,4302,1
94,1225,1
94,183,4
94,2010,2
95,2199,1
95,147,2
95,1614,2
95,1208,4
96,2412,2
96,3096,3
96,16,4
97,148,2
97,162,1
97,4805,2
97,3922,3
97,3507,3
97,2208,3
97,4593,4
97,2080,2
97,3523,2
98,3170,1
98,3512,2
98,4196,3
98,11,4
98,89,1
98,4533,4
98,739,1
98,4191,4
98,2547,4
99,974,3
99,4990,3
99,4721,4
99,4208,4
100,4225,1
100,3031,2
100,797,1
100,780,2
101,481,2
101,2764,1
101,1987,1
101,1913,4
102,1899,4
102,18,4
102,1764,4
102,336,3
102,514,2
102,2819,2
102,4951,2
103,3547,4
103,1449,2
104,767,2
104,1166,1
104,200,2
105,305,2
106,3881,1
106,3888,3
106,4500,1
106,1844,2
107,2150,2
107,4002,2
107,4966,2
107,486,2
107,4246,2
107,4838,3
107,1368,1
108,3529,1
108,331,4
108,4034,4
108,4478,2
108,4316,2
108,3175,2
108,3504,2
108,3802,2
108,2322,2
109,3047,2
109,1639,3
109,2390,1
109,34,2
109,2937,2
109,1807,4
110,4539,2
110,331,4
110,3957,1
110,1795,4
110,775,4
110,2218,1
110,4905,3
111,4043,1
111,1551,4
111,2163,3
112,3743,4
112,1048,3
112,3359,2
112,4974,2
113,3502,1
114,702,4
115,4376,2
115,2430,2
115,2895,4
115,1923,2
115,3035,3
116,4252,1
116,1913,3
116,2150,2
116,894,2
116,1954,2
116,3026,3
116,4588,3
116,2127,3
117,2645,1
117,830,4
117,829,3
117,4993,1
117,4335,2
117,4165,4
117,1525,3
117,527,4
117,4346,3
118,2005,2
118,444,1
118,908,1
119,4307,2
119,4915,4
119,2619,3
119,97,3
119,3897,1
119,3989,4
119,3413,4
120,1314,1
120,4578,3
120,4724,4
120,835,1
120,2922,1
120,3405,3
120,2350,4
120,3110,4
120,492,1
121,4997,1
121,1948,3
121,2278,2
122,338,3
122,2107,3
123,1141,3
123,405,1
123,2096,3
124,553,3
124,1750,2
124,4796,3
124,3443,4
124,600,2
124,425,3
124,2253,4
124,172,4
124,1996,1
125,810,3
125,2248,1
125,4516,1
126,665,3
126,2185,4
126,829,3
127,3832,1
127,800,3
127,2031,4
127,4173,4
127,2888,3
127,2289,1
127,270,1
127,562,2
127,406,4
128,975,3
128,4050,3
128,1485,1
128,3200,3
128,2328,4
129,3751,4
129,1119,3
129,4540,2
130,3873,4
130,2093,4
130,3578,1
130,328,1
131,3980,2
131,1378,4
131,2596,2
131,1466,1
131,4006,1
131,1607,2
131,1922,1
131,1202,1
132,3211,3
132,3461,4
132,590,4
132,1793,3
132,4273,4
133,4338,2
133,3761,2
133,4271,4
134,40,1
134,818,2
135,3341,1
135,3383,3
135,4581,3
135,4672,4
135,1570,2
135,4284,4
136,243,1
137,3940,1
137,2726,1
137,1596,3
137,2593,4
137,4092,4
137,1905,1
137,2092,1
137,1917,3
138,1713,1
138,4729,2
138,2613,2
139,668,1
139,2006,4
139,490,3
139,4020,2
139,181,4
139,2803,2
140,3640,3
140,3076,2
141,1978,1
141,2541,3
141,65,1
141,3254,2
141,1241,1
141,1504,3
142,3207,1
142,93,2
142,237,2
142,2083,2
142,4247,2
142,919,3
142,901,4
142,1331,1
142,4321,1
143,2380,3
143,1213,1
143,717,2
143,2641,3
143,957,1
144,2019,3
145,3607,1
145,4123,3
145,3617,2
145,951,1
145,3460,4
145,1100,2
145,348,1
145,2982,4
145,192,4
146,910,4
146,4401,2
146,239,4
146,3028,4
147,2285,4
147,4819,1
147,4127,2
147,1945,2
147,4695,2
147,2845,3
147,817,1
147,602,4
148,2385,3
148,2186,4
149,2062,2
149,2244,2
149,2572,1
149,4111,3
149,115,2
149,599,4
149,1110,3
149,781,3
150,3238,3
151,3603,1
151,431,3
151,843,1
151,4554,1
151,3142,2
152,3703,4
152,1153,2
152,3695,2
152,4629,2
152,4714,3
152,2463,2
152,124,4
153,2782,2
153,3308,2
153,3224,3
153,959,1
153,4401,1
153,3206,1
153,953,4
153,2882,3
154,2708,1
154,4725,1
155,4964,3
155,4842,3
156,345,2
156,488,3
156,3303,3
156,1003,1
156,208,1
157,4114,1
157,2619,3
157,2727,1
157,2767,1
157,4884,1
157,3116,1
157,107,1
157,2378,3
158,2641,2
158,373,4
158,3416,2
158,4103,1
159,2186,1
160,2913,2
161,1226,4
161,3011,4
161,2072,1
161,2550,1
162,2282,3
162,1120,3
162,2007,3
162,475,1
162,3177,1
162,1073,1
162,2146,2
162,3435,2
163,3780,4
163,2066,1
163,4872,1
163,4308,4
163,2575,4
163,2210,3
164,4123,3
164,26,4
164,4704,3
164,4861,2
164,3552,1
164,214,2
165,174,4
165,1615,4
165,4390,2
165,660,2
165,3645,2
165,3573,1
165,4178,1
165,658,4
166,3139,2
166,2198,1
167,2461,4
167,3757,4
167,3347,2
167,4146,4
168,2094,4
168,2776,1
168,1725,3
168,2329,1
168,1228,4
168,2894,2
169,3318,3
169,1901,1
169,2226,2
169,3806,1
169,1069,4
169,2807,2
169,262,4
170,4141,4
170,3105,3
170,1554,4
170,3602,2
170,4884,2
170,177,3
171,1399,1
171,1900,4
171,668,3
171,4599,1
171,2245,2
172,4177,3
173,754,1
173,2597,4
173,1997,2
173,2991,2
173,1340,2
174,3721,1
174,2857,4
174,3924,4
174,1992,3
174,3405,2
174,2135,2
174,635,1
174,4472,3
175,3094,3
175,898,3
175,3093,2
176,362,1
176,3784,3
176,802,2
176,4861,3
177,3069,4
177,4755,4
177,3984,2
178,4633,4
178,463,3
178,1237,4
178,355,3
178,1361,3
178,4647,1
178,804,2
178,1605,1
178,3500,2
179,3954,2
180,3255,1
180,3819,1
180,1775,1
181,2541,2
181,532,1
182,3458,2
183,2917,2
183,4807,1
183,4612,3
183,1180,2
183,1223,4
183,1866,2
184,3097,4
184,1094,1
184,1363,2
184,2130,4
184,1872,3
184,4037,2
184,1635,2
184,3252,3
185,3484,4
185,724,1
185,19,3
186,1729,2
187,1886,1
187,1962,2
187,4363,3
187,2788,3
187,1393,1
187,1707,2
187,4062,1
187,1247,1
188,2204,3
188,4234,2
188,3280,2
188,4241,2
188,2096,2
188,4919,1
188,2058,4
189,1771,4
190,3152,2
190,411,2
190,843,3
191,3079,3
191,4126,3
191,798,4
191,419,1
191,254,1
191,2028,1
191,48,4
192,3791,3
192,4003,2
192,3165,2
192,4958,1
192,235,2
193,4684,1
193,17,1
194,179,3
194,1622,3
194,2863,1
194,2867,2
194,1350,1
194,1609,1
195,1892,4
195,2554,2
195,902,1
195,391,4
195,1148,4
195,2865,2
195,2677,4
195,94,1
196,2449,4
196,1642,2
196,4949,3
196,4004,4
196,3787,4
196,166,4
196,4452,1
196,223,3
197,732,3
197,632,3
197,2119,1
197,2637,1
198,111,1
198,2595,3
198,3569,4
199,241,3
199,4995,4
199,199,4
199,4813,1
200,1915,3
201,3497,4
201,2865,2
201,656,1
202,17,3
202,4797,2
202,1305,4
202,4239,4
202,2704,4
203,2977,3
203,1887,2
203,4717,3
204,3082,3
204,829,2
204,290,4
205,327,3
206,612,3
207,3280,3
207,1906,2
207,122,3
207,1269,1
208,4772,1
208,3781,4
208,3458,4
208,2998,3
208,4616,3
208,4710,1
208,1625,1
208,130,1
208,1886,1
209,1958,1
209,1907,3
209,3093,4
209,730,1
209,3787,3
209,2599,1
209,805,1
210,2323,2
210,3223,3
210,1524,2
210,377,3
210,3941,2
210,933,2
210,4737,3
211,3345,4
211,2850,1
211,3437,1
212,4357,3
212,1738,2
212,4312,2
212,2281,4
212,825,4
212,596,2
212,2728,1
212,1995,2
213,2545,2
213,3895,2
213,1440,4
213,213,3
213,3599,1
213,2062,4
213,3521,1
213,2079,1
213,3683,1
214,2729,4
214,624,3
214,487,4
214,1662,3
214,537,4
215,4511,1
216,3707,4
216,2208,1
216,155,3
216,1333,1
217,1308,4
217,3051,1
217,3071,3
217,500,1
217,2014,1
218,911,4
218,4621,2
218,2042,3
218,1048,4
218,3555,4
218,3528,1
218,4924,1
218,3413,1
218,1104,3
219,3692,3
219,4248,3
219,4716,4
219,2446,1
219,2560,4
219,477,2
220,3321,1
220,1475,2
221,3617,1
221,549,4
221,3221,2
221,976,1
221,4460,1
221,4745,1
221,3562,4
221,3705,3
221,1723,4
222,2588,4
223,4726,2
223,2727,2
223,1012,1
223,1348,3
223,2200,2
224,1818,2
225,4575,2
225,2814,2
225,1966,2
225,953,3
226,2166,1
226,3869,1
226,4368,3
226,3567,3
227,2906,1
227,1430,4
227,4443,2
227,1757,4
227,252,4
227,3877,3
227,2669,4
227,4034,1
227,1764,3
228,1178,2
228,4653,3
228,2350,2
228,4288,1
228,2962,3
228,1254,2
228,1728,3
229,4731,1
229,1281,2
229,2056,3
229,4053,4
230,2719,4
230,2175,2
230,1056,4
231,3229,4
231,2995,3
231,3474,3
231,3261,3
231,3337,3
231,1367,4
231,1306,1
231,3297,1
231,1264,4
232,1054,3
232,1356,3
233,4523,2
233,3816,2
233,3741,1
233,1322,2
233,3584,1
233,3997,1
233,1692,4
233,2810,1
234,1378,4
234,666,2
234,4099,1
234,2493,3
234,283,4
234,289,1
234,792,1
235,1580,2
235,1679,4
235,3755,3
235,4628,3
235,2837,3
235,4415,4
235,4391,2
236,555,2
236,3650,2
237,4092,2
237,1371,3
238,232,2
238,1734,4
239,363,3
239,1387,2
240,4621,1
240,1814,3
240,4199,1
240,4361,3
240,1720,3
240,123,3
240,513,4
240,2031,1
241,2783,2
241,2766,2
242,1888,2
242,1164,2
242,715,1
242,2292,1
242,3317,3
242,4700,2
242,3746,1
243,4337,1
243,3644,3
243,4856,1
243,3035,4
243,4166,4
244,4887,3
244,4691,3
244,3739,1
244,4440,3
244,4179,3
244,2347,3
244,1211,2
244,1445,2
244,2673,1
245,1884,1
245,2212,4
245,3179,1
246,1110,4
246,1808,2
246,2592,2
246,1504,2
246,4306,3
246,1043,4
246,4044,3
247,345,1
248,1516,4
249,4138,1
249,1260,2
249,1646,3
249,4956,4
249,1045,4
249,3164,4
249,2464,4
249,1079,3
249,3095,2
250,2922,1
251,803,4
251,3824,4
251,3448,1
251,4500,4
251,3609,1
251,1263,1
252,4254,1
252,4603,1
252,2760,1
252,3859,1
252,2586,1
252,2925,3
253,2257,3
254,2537,2
254,2351,4
254,1077,1
254,2613,1
254,3945,2
254,3459,2
255,3007,2
255,1052,4
255,944,4
255,3654,3
255,1333,3
256,4706,4
256,466,2
256,2040,2
257,1790,4
257,4608,4
257,205,2
258,1568,1
259,3164,3
260,1463,3
260,3069,2
260,2523,4
261,273,1
261,1266,4
261,1314,4
261,4809,1
262,2901,1
262,1596,3
263,2886,2
263,1276,1
263,3757,2
263,4409,4
263,3910,3
263,1663,3
263,4983,1
263,2473,3
264,2118,3
264,288,2
264,1194,3
264,2392,1
264,4098,3
264,2375,4
264,1641,4
264,1057,3
264,4285,2
265,853,1
265,2187,2
265,722,4
266,2328,3
266,1901,3
266,1682,2
266,257,3
266,212,2
266,4623,2
267,1773,3
267,4540,1
267,3793,3
267,4478,2
267,2840,2
268,2678,4
268,4374,3
268,4465,4
268,2989,4
268,2391,1
268,3238,4
268,57,1
269,1171,1
269,4756,3
269,4045,4
269,3527,3
269,252,4
269,653,3
270,4208,1
270,2855,4
270,888,2
270,628,2
270,3064,4
270,3160,4
270,4039,3
270,4093,2
270,4804,3
271,4171,4
271,3192,1
271,639,1
271,4963,2
271,1542,1
271,2048,2
271,4567,4
271,3066,2
271,1910,4
272,1371,4
272,3862,2
272,723,3
272,4674,2
272,1358,1
272,1697,3
272,4212,3
272,1804,2
272,375,3
273,1401,2
273,18,4
273,4974,3
273,4735,4
273,809,1
273,3102,2
273,4655,2
273,2282,4
274,2875,4
275,830,1
275,719,3
275,2430,3
275,694,1
275,1742,4
275,367,4
275,410,4
276,3721,2
276,1169,4
276,1783,2
276,4676,2
276,2666,3
277,1662,2
278,87,3
279,2508,2
279,3731,4
279,1925,1
280,461,4
280,2434,1
280,4567,3
280,2937,4
280,3086,4
280,1762,1
280,860,2
280,3543,3
280,81,1
281,4599,3
281,3142,2
281,2348,3
282,4393,3
283,2080,4
283,2194,1
283,377,3
283,2980,4
283,52,2
283,1695,4
283,4013,2
283,4,1
284,2251,3
284,3752,3
284,4962,1
285,2501,4
285,4083,2
285,1822,1
285,2093,1
285,3043,4
285,4969,4
285,3277,2
286,1414,1
286,3817,2
286,2875,2
287,2114,4
287,4214,3
287,1132,4
287,556,2
287,2277,3
288,4216,3
288,831,4
288,4243,3
288,2383,2
288,1988,4
288,865,2
289,2408,4
289,1050,3
289,4992,2
290,3321,1
290,156,2
290,2410,2
290,1352,2
290,2917,4
290,1086,4
290,2688,1
290,43,3
291,1777,3
291,4646,2
291,4539,3
291,2311,2
291,2777,3
291,4486,4
291,1910,4
291,4752,4
292,2913,4
292,3996,2
292,431,2
292,2809,2
292,928,2
292,660,1
292,314,4
292,1889,3
292,3462,3
293,1805,4
293,4765,3
293,2593,4
293,2805,1
294,58,4
294,888,4
294,1056,4
294,1247,3
294,4027,3
294,804,4
295,997,1
295,4478,3
295,2102,2
295,3918,2
295,4778,3
296,558,4
296,4182,3
296,1213,2
296,2956,2
296,1298,3
296,3865,1
296,3175,1
296,3905,1
297,4540,1
297,619,4
297,2914,1
297,3920,3
298,2541,2
298,3726,2
298,2670,1
298,3811,2
298,2439,3
298,1221,4
299,1290,1
299,4460,2
300,591,3
300,1496,1
300,3023,3
300,4759,2
300,1788,1
300,1565,3
300,851,4
300,472,3
301,779,2
301,855,1
301,865,3
301,4918,1
301,3839,1
301,4757,3
301,4737,3
301,1741,2
301,4090,2
302,4404,1
303,4933,2
303,2226,3
303,1702,2
304,501,1
304,4821,2
304,14,2
304,4137,3
304,4115,1
304,1169,4
305,200,1
305,1056,2
305,844,4
305,2608,4
305,2076,4
305,3646,4
305,4401,4
305,2017,4
306,89,4
306,3135,2
307,1720,3
307,1542,4
307,3230,3
307,4216,1
307,1690,3
307,4818,2
307,3107,2
308,334,2
308,4237,4
308,4027,2
308,827,4
308,4611,3
309,4284,1
309,4242,4
309,2946,3
309,4869,2
309,873,2
309,37,4
309,2823,4
309,499,2
309,3160,2
310,3373,2
311,4677,3
311,4562,3
311,874,3
311,3448,1
311,3884,4
311,256,2
311,2537,1
311,2082,2
311,853,1
312,3112,4
312,1807,4
313,335,3
313,3150,1
313,4972,3
313,3521,2
314,2211,4
314,4698,3
314,639,1
314,2573,4
314,3249,1
314,4817,3
314,4352,1
315,1239,2
315,3804,3
315,2141,3
315,3902,2
315,1245,2
316,2669,1
316,1008,2
316,636,4
316,1450,2
316,3638,1
316,3988,2
316,2101,4
317,1990,3
317,4337,4
317,4619,1
317,3001,4
317,242,1
317,4933,2
318,3267,2
318,1188,1
318,4911,4
318,444,1
318,2002,3
319,4239,1
319,740,3
319,2022,1
319,3868,1
319,1532,1
320,3895,1
320,4064,3
320,3369,4
320,1077,4
320,896,1
320,1189,1
320,3615,1
321,2257,4
321,1288,3
321,4695,3
321,155,1
321,1346,3
321,239,1
321,3769,2
322,2607,2
322,585,3
322,2558,1
322,739,2
322,417,1
323,972,4
323,1125,1
323,2768,2
323,121,2
323,4935,3
323,1646,2
323,452,2
323,4337,2
324,3436,4
324,3743,1
324,2458,2
324,4959,3
325,3288,2
325,1069,3
325,1728,4
325,1528,3
325,1601,2
325,589,1
325,1482,4
326,4014,1
327,650,4
327,4584,3
327,4156,4
327,2274,2
327,134,4
327,2579,1
327,3535,1
328,1251,4
328,524,2
328,1405,3
328,2524,1
328,3391,3
328,15,1
328,449,3
328,229,4
328,4901,4
329,3746,1
329,587,4
330,2774,2
330,1158,1
330,4251,3
330,3214,2
331,115,1
332,222,3
332,998,1
332,4888,3
332,819,3
333,4717,4
334,3969,3
334,3541,3
334,238,1
334,2060,2
334,3569,4
334,3902,2
334,1166,4
335,4484,2
335,1364,3
335,1997,1
336,4275,4
336,1207,4
336,2412,4
336,3889,2
336,1283,4
336,3220,1
336,4255,4
336,548,2
336,4136,4
337,3681,3
338,1394,4
338,1416,2
338,1026,1
338,1710,3
338,759,4
338,4001,2
338,4111,1
338,2496,3
339,1227,1
340,412,1
340,2867,4
340,1210,4
340,970,2
341,2328,4
341,4744,3
341,2815,4
342,1387,1
343,1907,2
343,1680,4
343,4446,2
343,4495,1
343,222,3
344,862,2
344,232,1
344,3479,4
344,2130,1
344,1748,1
345,2310,2
345,4548,2
345,3347,3
345,4135,1
345,3565,2
345,1487,3
345,3748,1
345,1747,3
345,14,3
346,1485,2
346,2578,3
346,570,3
346,2279,4
347,2681,2
347,3224,4
347,1853,1
347,1062,3
348,1389,1
348,4963,1
349,1407,2
349,824,2
350,1776,4
350,4483,1
350,1910,2
350,4914,2
350,305,4
350,965,2
351,2698,2
351,3435,4
351,4378,2
351,1325,4
352,1856,4
352,774,1
353,501,1
353,4072,3
353,2467,1
353,4466,3
354,1634,1
354,3413,1
354,4264,1
354,4594,4
354,44,3
354,4509,1
354,3350,2
355,2919,2
356,2611,3
356,477,4
356,3049,4
356,2398,1
356,4326,1
356,3618,1
357,4106,1
357,2631,3
357,1119,3
357,2417,4
357,969,2
358,4422,3
358,4162,4
358,1243,3
358,3540,2
358,1400,4
359,3486,4
359,3782,1
359,4072,3
359,559,4
359,3372,4
359,886,3
359,4381,1
360,1749,2
360,762,3
360,2730,1
360,4847,1
361,488,3
362,3692,4
363,4935,3
363,1994,1
363,2861,3
364,360,4
364,4911,1
364,3924,3
364,1350,4
364,1316,3
364,410,3
364,662,3
364,1755,4
364,3848,1
365,1803,4
365,105,1
365,2168,4
365,6,1
365,913,4
365,4848,1
365,2722,4
366,3441,4
366,2362,4
366,1214,1
366,1535,4
366,1173,1
366,3244,2
366,188,2
366,1766,4
367,3257,1
367,2590,1
367,3953,3
368,220,1
368,4074,4
368,3006,1
369,2747,1
369,3238,2
369,2181,4
369,4444,3
369,3010,3
369,4327,4
370,1183,4
370,3867,1
370,1147,3
370,1256,3
370,913,4
370,346,2
370,122,2
370,618,2
370,4389,1
371,1629,4
371,4374,1
371,212,3
371,4746,4
371,789,3
372,1474,1
373,4827,4
373,3508,4
373,4291,2
374,221,1
374,1790,1
374,4976,4
374,4815,4
375,389,3
375,42,3
375,4191,4
375,65,3
376,4169,1
376,4614,2
376,763,4
376,1034,4
376,395,3
377,154,3
377,1123,1
377,1550,3
377,3812,3
377,1835,1
377,2298,4
377,367,3
377,4900,1
378,2412,3
378,4432,3
378,4877,4
379,781,4
380,4431,1
380,3847,1
380,3445,2
380,1453,2
380,4096,4
381,1454,4
381,2614,3
381,153,1
381,4852,2
381,76,4
382,3141,3
382,3502,1
382,1363,1
382,619,2
382,2492,1
382,1759,2
382,872,3
383,253,3
383,1524,3
383,4486,3
383,4002,1
384,2951,3
384,2089,2
384,3811,4
384,4790,1
384,4400,1
384,3202,3
384,1424,3
385,1854,1
385,1158,3
385,688,2
385,4443,1
385,2413,2
385,3925,1
385,3590,3
385,484,1
386,2070,1
386,1393,3
386,1518,2
387,2140,3
387,2947,1
387,3290,2
387,2979,1
387,4552,2
387,214,4
387,2345,3
387,2616,2
388,4896,4
388,117,1
388,2015,2
388,675,1
388,3431,1
388,3264,3
388,2645,4
388,1395,2
388,3494,1
389,49,3
389,1602,1
389,3448,3
389,3601,3
389,3543,4
390,24,2
390,22,2
390,2992,3
390,218,1
390,3128,1
391,1241,3
392,2194,3
392,4713,2
392,1017,2
392,4873,3
392,1709,1
392,3720,3
392,1544,2
393,1725,1
393,149,4
393,4215,2
393,3843,1
393,1556,1
393,926,4
393,390,3
393,2649,4
394,3240,2
394,62,3
395,4891,3
395,25,2
395,2150,1
395,4610,4
396,2703,1
396,1562,4
396,1202,3
397,3769,3
397,707,1
397,888,1
398,2153,4
398,4131,3
398,2389,2
398,279,2
399,4155,2
400,2916,3
400,4244,4
400,3925,4
401,3865,4
401,1469,1
401,2284,4
401,3726,1
401,491,1
401,4743,1
401,949,3
402,3972,4
403,2110,1
404,134,3
404,3279,4
404,3182,2
405,4920,1
405,3702,4
405,1962,1
405,4439,1
405,3500,4
405,1731,3
405,449,3
405,455,3
406,1162,4
407,2669,1
407,3959,4
407,1140,4
407,2409,4
407,4674,3
407,104,2
407,1415,2
408,1330,1
408,4072,4
409,4016,2
409,851,1
410,285,4
410,3485,1
410,3620,3
410,609,1
411,2013,3
411,3161,3
411,1101,4
411,4375,4
411,2860,1
411,4197,2
411,3396,2
411,150,4
412,777,3
412,4988,3
413,1775,1
413,3200,1
413,1698,1
413,1706,4
413,2997,2
413,1324,1
413,2563,3
414,967,4
414,4116,4
414,2175,2
414,3949,4
414,3985,2
415,3226,2
415,922,1
416,2156,4
416,2105,3
416,1833,3
417,3220,4
417,467,2
417,4308,2
417,3069,1
417,2716,2
418,171,3
418,3229,1
418,2761,3
419,973,2
420,324,1
420,1747,3
420,4395,3
420,2636,4
420,4485,4
420,176,2
420,4236,4
420,3426,2
421,1897,1
421,1805,3
421,883,2
421,408,4
421,2480,3
421,706,4
421,1877,1
421,2261,2
422,710,2
422,3304,2
422,3902,3
422,2914,2
422,2940,3
422,3469,1
423,3240,2
423,3335,2
423,2271,3
423,752,1
424,3734,2
424,127,1
424,1625,2
424,1996,2
425,2636,2
425,4059,3
426,3857,4
426,2242,2
426,902,4
426,4196,1
426,3106,1
427,289,1
427,2141,1
428,81,4
428,3028,3
428,818,1
428,1034,3
428,3650,1
428,1029,2
429,3404,1
429,3139,1
429,2955,3
429,994,1
429,1867,4
429,4873,4
430,156,2
430,4759,1
430,4194,2
430,4653,1
430,3778,2
430,3030,3
430,2439,3
430,1911,4
430,4845,1
431,1791,2
431,1696,4
431,4154,2
431,3802,1
431,254,1
431,785,4
431,4629,4
431,157,4
432,1737,3
432,77,3
432,1792,1
432,846,1
433,3509,1
433,2998,3
433,1744,3
434,4694,3
434,838,2
434,1063,4
435,1469,4
435,4137,4
435,2833,2
435,779,4
435,718,3
436,2329,4
436,2681,2
436,349,1
437,1135,4
437,157,4
